-0.000,  	1.307
-0.500,  	1.309
-1.000,  	1.309
-1.500,  	1.308
-2.000,  	1.308
-2.500,  	1.307
-3.000,  	1.307
-3.500,  	1.307
-4.000,  	1.307
-4.500,  	1.308
-5.000,  	1.308
-5.500,  	1.309
-6.000,  	1.308
-6.500,  	1.307
-7.000,  	1.307
-7.500,  	1.308
-8.000,  	1.309
-8.500,  	1.309
-9.000,  	1.308
-9.500,  	1.309
-10.000,  	1.310
-10.500,  	1.310
-11.000,  	1.308
-11.500,  	1.308
-12.000,  	1.308
-12.500,  	1.309
-13.000,  	1.308
-13.500,  	1.308
-14.000,  	1.308
-14.500,  	1.310
-15.000,  	1.310
-15.500,  	1.308
-16.000,  	1.308
-16.500,  	1.308
-17.000,  	1.308
-17.500,  	1.309
-18.000,  	1.310
-18.500,  	1.310
-19.000,  	1.308
-19.500,  	1.308
-20.000,  	1.309
-20.500,  	1.310
-21.000,  	1.311
-21.500,  	1.308
-22.000,  	1.309
-22.500,  	1.309
-23.000,  	1.308
-23.500,  	1.308
-24.000,  	1.309
-24.500,  	1.309
